"Study_old","Study","ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Freq","total_study","celltype","regulators","-log10(Padj)","Study_1","Study_2","Cell_line"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","BIOCARTA_CARM_ER_PATHWAY","CARM ER PATHWAY",1.57334598302831,0.000312413687734937,0.0335700136348924,"3/89","26/17332","10498/9759/10891","CARM1/HDAC4/PPARGC1A",3,26,1,18,"Tcells","neg",1.47404848235767,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC","CELLULAR RESPONSE TO ANTIBIOTIC",1.93610759375976,4.57326290827242e-05,0.0222721497934814,"3/89","14/17332","7157/255189/10097","TP53/PLA2G4F/ACTR2",3,14,1,18,"Tcells","neg",1.65223786117048,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_DOUBLE_STRAND_BREAK_REPAIR","DOUBLE STRAND BREAK REPAIR",2.35571645426338,0.000510697457066752,0.0396632268064559,"7/89","273/17332","7157/10097/6119/7334/9112/5980/54969","TP53/ACTR2/RPA3/UBE2N/MTA1/REV3L/HPF1",7,273,1,18,"Tcells","neg",1.40161195661504,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_HISTONE_METHYLATION","HISTONE METHYLATION",2.80069199003772,0.000168227612103156,0.0264958489062471,"6/89","159/17332","10498/30827/54496/55677/200424/64324","CARM1/CXXC1/PRMT7/IWS1/TET3/NSD1",6,159,1,18,"Tcells","neg",1.57682216147169,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION","NEGATIVE REGULATION OF CELL 
CELL ADHESION",3.66246065199527,0.00055988342053252,0.0398239658798131,"6/89","199/17332","5771/3659/8651/51441/941/10019","PTPN2/IRF1/SOCS1/YTHDF2/CD80/SH2B3",6,199,1,18,"Tcells","neg",1.39985549282807,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT","NEGATIVE REGULATION OF EPITHELIAL 
CELL PROLIFERATION INVOLVED IN 
PROSTATE GLAND DEVELOPMENT",0.47100513375169,0.00025812746954384,0.0335700136348924,"2/89","5/17332","6794/55840","STK11/EAF2",2,5,1,18,"Tcells","neg",1.47404848235767,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_PEPTIDYL_ARGININE_MODIFICATION","PEPTIDYL ARGININE MODIFICATION",1.3670754588341,0.00039073049329394,0.0344624295085255,"3/89","28/17332","10498/54496/200185","CARM1/PRMT7/KRTCAP2",3,28,1,18,"Tcells","neg",1.46265410921667,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_PEPTIDYL_TYROSINE_MODIFICATION","PEPTIDYL TYROSINE MODIFICATION",3.40201584079929,0.000708717493109608,0.0459624138913731,"8/89","377/17332","5771/7157/8651/5168/941/10006/10019/10456","PTPN2/TP53/SOCS1/ENPP2/CD80/ABI1/SH2B3/HAX1",8,377,1,18,"Tcells","neg",1.33759717075455,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH","POSITIVE REGULATION OF PROGRAMMED 
NECROTIC CELL DEATH",0.819138704039214,0.000538450148086748,0.0396632268064559,"2/89","7/17332","7157/81030","TP53/ZBP1",2,7,1,18,"Tcells","neg",1.40161195661504,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_PROTEIN_METHYLATION","PROTEIN METHYLATION",2.86335993589853,7.59812992536414e-05,0.0222721497934814,"7/89","200/17332","10498/30827/54496/55677/200424/221143/64324","CARM1/CXXC1/PRMT7/IWS1/TET3/EEF1AKMT1/NSD1",7,200,1,18,"Tcells","neg",1.65223786117048,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION","REGULATION OF HISTONE H3 
K36 METHYLATION",1.30965489929331,0.000538450148086748,0.0396632268064559,"2/89","7/17332","55677/64324","IWS1/NSD1",2,7,1,18,"Tcells","neg",1.40161195661504,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","REGULATION OF PEPTIDYL TYROSINE 
PHOSPHORYLATION",3.40201584079929,5.85580320501822e-05,0.0222721497934814,"8/89","261/17332","5771/7157/8651/5168/941/10006/10019/10456","PTPN2/TP53/SOCS1/ENPP2/CD80/ABI1/SH2B3/HAX1",8,261,1,18,"Tcells","neg",1.65223786117048,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","GOBP_RESPONSE_TO_INTERFERON_GAMMA","RESPONSE TO INTERFERON GAMMA",3.67571534809529,0.000746738169853926,0.0470445047007973,"5/89","139/17332","5771/3659/7157/8651/10097","PTPN2/IRF1/TP53/SOCS1/ACTR2",5,139,1,18,"Tcells","neg",1.32749109949504,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","PID_HDAC_CLASSIII_PATHWAY","HDAC CLASSIII PATHWAY",1.18109690217151,0.000312413687734937,0.0335700136348924,"3/89","26/17332","7157/9759/10891","TP53/HDAC4/PPARGC1A",3,26,1,18,"Tcells","neg",1.47404848235767,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVAneg100","2020_Nature_Lawson_B16OVA","REACTOME_6804114","TP53 Regulates Transcription of 
Genes Involved in G2 
Cell Cycle Arrest",1.13272224346717,0.000101007482056605,0.0222721497934814,"3/89","18/17332","7157/10498/1647","TP53/CARM1/GADD45A",3,18,1,18,"Tcells","neg",1.65223786117048,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05168","Herpes simplex virus 1 
infection",15.010914102167,9.76836246383644e-07,0.000200935215881116,"13/86","497/17332","3459/3716/6772/3717/3460/3105/567/6891/6890/6892/836/6773/4049","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/HLA-A/B2M/TAP2/TAP1/TAPBP/CASP3/STAT2/LTA",13,497,19,19,"Tcells","pos",3.69694394218382,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05164","Influenza A",13.4704510829041,2.19559343452028e-06,0.000410575972255292,"8/86","172/17332","3459/3716/6772/3717/3460/836/6773/55916","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/CASP3/STAT2/NXT2",8,172,18,19,"Tcells","pos",3.38660647002211,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05169","Epstein-Barr virus infection",10.1209576286521,7.03453814425609e-07,0.00016077827736372,"9/86","202/17332","3716/6772/3105/567/6891/6890/6892/836/6773","JAK1/STAT1/HLA-A/B2M/TAP2/TAP1/TAPBP/CASP3/STAT2",9,202,18,19,"Tcells","pos",3.79377262883603,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_IFNG_PATHWAY","IFNG PATHWAY",15.1575343675459,1.59790842533455e-11,3.28689763091317e-08,"5/86","6/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,6,16,19,"Tcells","pos",7.48321382163235,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa04217","Necroptosis",14.4303495017504,0.000139214809984702,0.00818185326110093,"6/86","159/17332","3459/3716/6772/3717/3460/6773","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/STAT2",6,159,16,19,"Tcells","pos",2.08714831369925,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_877300","Interferon gamma signaling",15.4369350409462,2.26147448676247e-07,7.75308836545067e-05,"7/86","86/17332","3459/3716/6772/3717/3460/3105/567","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/HLA-A/B2M",7,86,16,19,"Tcells","pos",4.11052526615188,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05163","Human cytomegalovirus infection",8.46138740987295,0.000127451120500688,0.0077107927902916,"7/86","225/17332","3716/3105/567/6891/6890/6892/836","JAK1/HLA-A/B2M/TAP2/TAP1/TAPBP/CASP3",7,225,15,19,"Tcells","pos",2.11290096737727,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05167","Kaposi sarcoma-associated herpesvirus infection",12.2509120226946,5.03138107636463e-05,0.00413982034963282,"7/86","194/17332","3459/3716/6772/3717/3105/836/6773","IFNGR1/JAK1/STAT1/JAK2/HLA-A/CASP3/STAT2",7,194,15,19,"Tcells","pos",2.38301850497959,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_IFNA_PATHWAY","IFNA PATHWAY",8.23679251006271,9.69688508580408e-06,0.00124665578884369,"3/86","9/17332","3716/6772/6773","JAK1/STAT1/STAT2",3,9,14,19,"Tcells","pos",2.9042534419837,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_IL22BP_PATHWAY","IL22BP PATHWAY",10.3224832865191,9.69688508580408e-06,0.00124665578884369,"3/86","9/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,9,14,19,"Tcells","pos",2.9042534419837,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_TID_PATHWAY","TID PATHWAY",10.8041678127146,0.000107914516942708,0.00693688004222348,"3/86","19/17332","3459/3717/3460","IFNGR1/JAK2/IFNGR2",3,19,14,19,"Tcells","pos",2.1588358155842,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB","ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN VIA 
MHC CLASS IB",3.28705873196277,0.000502853217879002,0.0195163975316435,"2/86","7/17332","567/6891","B2M/TAP2",2,7,14,19,"Tcells","pos",1.7096003442777,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05145","Toxoplasmosis",14.4948520036326,1.96550285550454e-05,0.00202151968688642,"6/86","112/17332","3459/3716/6772/3717/3460/836","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/CASP3",6,112,14,19,"Tcells","pos",2.69432202486481,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05152","Tuberculosis",14.4948520036326,0.000272827180538747,0.0127546706901864,"6/86","180/17332","3459/3716/6772/3717/3460/836","IFNGR1/JAK1/STAT1/JAK2/IFNGR2/CASP3",6,180,14,19,"Tcells","pos",1.89433074985553,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_1059683","Interleukin-6 signaling",10.3224832865191,1.89110251832564e-05,0.00202151968688642,"3/86","11/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,11,14,19,"Tcells","pos",2.69432202486481,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_877312","Regulation of IFNG signaling",15.1575343675459,5.16781804303168e-09,3.54340057150539e-06,"5/86","14/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,14,14,19,"Tcells","pos",5.45057974911733,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_8984722","Interleukin-35 Signalling",10.3224832865191,2.5124264246232e-05,0.0024609815025952,"3/86","12/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,12,14,19,"Tcells","pos",2.60889165056011,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_8985947","Interleukin-9 signaling",9.16121828547382,0.000856483032028607,0.0288817310964401,"2/86","9/17332","3716/6772","JAK1/STAT1",2,9,14,19,"Tcells","pos",1.53937677983161,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_9020956","Interleukin-27 signaling",10.3224832865191,1.89110251832564e-05,0.00202151968688642,"3/86","11/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,11,14,19,"Tcells","pos",2.69432202486481,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_MHC_PATHWAY","MHC PATHWAY",5.40336219207055,5.44502720529314e-07,0.0001400052620161,"4/86","14/17332","3105/567/6891/6890","HLA-A/B2M/TAP2/TAP1",4,14,13,19,"Tcells","pos",3.85385564131026,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN","ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS PEPTIDE ANTIGEN",5.65507195454957,2.94359605162188e-08,1.51374426954655e-05,"5/86","19/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,19,13,19,"Tcells","pos",4.81994748791761,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY","INTERFERON GAMMA MEDIATED SIGNALING 
PATHWAY",10.3224832865191,0.000250692104746375,0.0121081493722428,"3/86","25/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,25,13,19,"Tcells","pos",1.91692223000646,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa04380","Osteoclast differentiation",13.45729361781,0.000438508545983543,0.0184084097773091,"5/86","128/17332","3459/3716/6772/3460/6773","IFNGR1/JAK1/STAT1/IFNGR2/STAT2",5,128,13,19,"Tcells","pos",1.73498372669255,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05170","Human immunodeficiency virus 1 
infection",5.56282394128903,8.79758516093282e-05,0.00642553034522764,"7/86","212/17332","3105/567/6891/6890/6892/836/5058","HLA-A/B2M/TAP2/TAP1/TAPBP/CASP3/PAK1",7,212,13,19,"Tcells","pos",2.19209102107054,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05235","PD-L1 expression and PD-1 
checkpoint pathway in cancer",15.1575343675459,8.00234503753005e-05,0.00633108605469204,"5/86","89/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,89,13,19,"Tcells","pos",2.19852178333149,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_9020958","Interleukin-21 signaling",9.16121828547382,0.00106715304281119,0.0327631911800392,"2/86","10/17332","3716/6772","JAK1/STAT1",2,10,13,19,"Tcells","pos",1.48461380396947,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_9674555","Signaling by CSF3 (G-CSF)",10.3224832865191,0.000107914516942708,0.00693688004222348,"3/86","19/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,19,13,19,"Tcells","pos",2.1588358155842,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_983170","Antigen Presentation: Folding, assembly 
and peptide loading of 
class I MHC",5.39586283461738,2.05287915786397e-09,2.11138621386309e-06,"6/86","25/17332","3105/567/6891/6890/6892/9871","HLA-A/B2M/TAP2/TAP1/TAPBP/SEC24D",6,25,13,19,"Tcells","pos",5.67543231846494,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_STAT3_PATHWAY","STAT3 PATHWAY",8.16016327912203,0.000668308332707984,0.0237019006962125,"2/86","8/17332","3716/3717","JAK1/JAK2",2,8,12,19,"Tcells","pos",1.6252168257714,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","ANTIGEN PROCESSING AND PRESENTATION",5.65507195454957,0.000191132952767201,0.0100810380472342,"5/86","107/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,107,12,19,"Tcells","pos",1.99649474616683,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN","ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS ANTIGEN",5.65507195454957,1.62036807783079e-07,6.66619427219586e-05,"5/86","26/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,26,12,19,"Tcells","pos",4.17612203389283,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN","ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN",5.65507195454957,1.49913642806145e-05,0.00181395507795435,"5/86","63/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,63,12,19,"Tcells","pos",2.74137347231347,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I","ANTIGEN PROCESSING AND PRESENTATION 
OF PEPTIDE ANTIGEN VIA 
MHC CLASS I",5.65507195454957,2.89130118921619e-07,8.49629506602529e-05,"5/86","29/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,29,12,19,"Tcells","pos",4.07077041347996,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa04612","Antigen processing and presentation",5.65507195454957,4.24765734897258e-05,0.00379888311601592,"5/86","78/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,78,12,19,"Tcells","pos",2.42034406860643,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa04658","Th1 and Th2 cell 
differentiation",15.1575343675459,9.37121586566986e-05,0.00642553034522764,"5/86","92/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,92,12,19,"Tcells","pos",2.19209102107054,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa04659","Th17 cell differentiation",15.1575343675459,0.000199635942370414,0.0102662783363985,"5/86","108/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,108,12,19,"Tcells","pos",1.98858696544801,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","KEGG_hsa05140","Leishmaniasis",15.1575343675459,3.99084430167605e-05,0.00373143942206711,"5/86","77/17332","3459/3716/6772/3717/3460","IFNGR1/JAK1/STAT1/JAK2/IFNGR2",5,77,12,19,"Tcells","pos",2.42812360452611,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","PID_IL27_PATHWAY","IL27 PATHWAY",9.59900016417255,7.77095237357079e-06,0.00114177493088822,"4/86","26/17332","3716/6772/3717/6773","JAK1/STAT1/JAK2/STAT2",4,26,12,19,"Tcells","pos",2.94241949670894,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","PID_SHP2_PATHWAY","SHP2 PATHWAY",12.9345157820199,0.000182637818748898,0.00988647350438114,"4/86","57/17332","3459/3716/6772/3717","IFNGR1/JAK1/STAT1/JAK2",4,57,12,19,"Tcells","pos",2.00495859320608,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_112411","MAPK1 (ERK2) activation",8.16016327912203,0.000856483032028607,0.0288817310964401,"2/86","9/17332","3716/3717","JAK1/JAK2",2,9,12,19,"Tcells","pos",1.53937677983161,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_1236974","ER-Phagosome pathway",5.65507195454957,8.89636763755795e-05,0.00642553034522764,"5/86","91/17332","3105/567/6891/6890/6892","HLA-A/B2M/TAP2/TAP1/TAPBP",5,91,12,19,"Tcells","pos",2.19209102107054,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_8854691","Interleukin-20 family signaling",9.59900016417255,6.60034997883423e-06,0.00104437845434323,"4/86","25/17332","3716/6772/3717/6773","JAK1/STAT1/JAK2/STAT2",4,25,12,19,"Tcells","pos",2.98114209630559,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_9679191","Potential therapeutics for SARS",12.1763123082895,3.0138596358024e-06,0.000516625772570461,"6/86","81/17332","3459/3716/3717/3460/6773/23186","IFNGR1/JAK1/JAK2/IFNGR2/STAT2/RCOR1",6,81,12,19,"Tcells","pos",3.28682393225882,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","REACTOME_9705462","Inactivation of CSF3 (G-CSF) 
signaling",10.3224832865191,0.000250692104746375,0.0121081493722428,"3/86","25/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,25,12,19,"Tcells","pos",1.91692223000646,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
"Tcells_2020_Nature_Lawson_B16OVApos100","2020_Nature_Lawson_B16OVA","BIOCARTA_IL10_PATHWAY","IL10 PATHWAY",9.16121828547382,0.0018319164726459,0.0465216319041063,"2/86","13/17332","3716/6772","JAK1/STAT1",2,13,11,19,"Tcells","pos",1.33234505932369,"2020_Nature_Lawson_B16OVA","2020_Nature_Lawson_B16OVA","Melanoma"
